moves,winner
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Be2 dxc4 O-O a6 Bxc4 b5 Bd3 Bb7 a3 Bxc3 bxc3 c5 a4 c4 Bc2 Nbd7 Rb1 Bc6 Ba3 Re8 Re1 Nd5 Qd2 Qa5 e4 N5f6 Bd6 h6 Qe3 Qd8 Ra1 Nb6 Bg3 Nxa4 Bh4 g5,white
d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 e3 O-O Be2 dxc4 O-O a6 Bxc4 b5 Bd3 Bb7 a3 Bxc3 bxc3 c5 a4 c4 Bc2 Nbd7 Rb1 Bc6 Ba3 Re8 Re1 Nd5 Qd2 Qa5 e4 N5f6 Bd6 h6 Qe3 Qd8 Ra1 Nb6 Bg3 Nxa4 Bh4 g5,white
e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 Nf3 e5 d3 Bb4+ Bd2 Bc5 Be2 O-O O-O Bf5 Bc3 Qd6 Nh4 Be6 Qc2 a6 a3 a5 Nd2 Nd4 Bxd4 exd4 Rae1 Rfe8 Nhf3 h6 Nb3 Bb6 c5 Bxb3 Qxb3 Qxc5 Rc1 a4 Qc2 Qf5 Rfd1 Rac8 Qd2 Ba5 Nxd4 Bxd2 Nxf5 Rxc1,black
d4 d5 f4 f5 Nf3 Nf6 e3 c6 Be2 e6 O-O Bd6 Nc3 O-O Ne5 c5 h3 Nc6 Kh2 Bd7 Rg1 a6 g4 cxd4 exd4 Qc7 g5 Ne4 Nxe4 fxe4 c3 Bxe5 fxe5 Ne7 Bg4 Nf5 Bxf5 Rxf5 Be3 Raf8 Qg4 g6 Rg2 Bb5 Re1 Bd3 h4 Bf1 Rd2 Qd7 Kg1 Rf3 h5 gxh5 Qh4 Rg3+ Qxg3 Rf3 Qh4 Qf7 Rf2 Bh3 g6 hxg6 Qg5 Rxf2 Bxf2 Qf5 Qxf5 gxf5 Be3 Kf7 b3 b5 a3 Bg4 a4 Kg6 Kg2 bxa4 bxa4 h4 Rb1 Bf3+ Kh3 Kh5 Rb6 a5 Rxe6 f4 Bxf4 Bg4+ Kh2 Bxe6 Be3 Kg4 Kg2 h3+ Kh2 Bd7 c4 dxc4 d5 c3 e6 Bc8 Kg1 Kf3 Bc1 e3 d6 Bxe6,black
d4 d5 Nf3 Nf6 c4 e6 Nc3 c5 cxd5 exd5 e3 Nc6 Be2 cxd4 Nxd4 Nxd4 Qxd4 Be6 O-O a6 Bf3 Rc8 Rd1 Bc5 Qa4+ Bd7 Qb3 Bc6 Nxd5 Nxd5 Bxd5 Bxd5 Qxd5 Qxd5 Rxd5 Ke7 Bd2 Ke6 Rd3 h5 Bc3 f6 Rad1 g5 Kf1 h4 h3 Be7 Ke2 Rc7 Rd5 Rhc8 R5d3 Rc4 Rd4 Rxd4 Rxd4 Bc5 Re4+ Kf5 Rg4 b6 e4+ Ke6 e5 Be7 exf6 Bxf6 Bxf6 Kxf6 Kd2 b5 f4 gxf4 Rxf4+ Kg5 Rg4+ Kh5 a3 a5 Rg7 Rf8 Ke3 Re8+ Kd4 Re2 b4 axb4 axb4 Rc2 Ke5 Rb2 Rg4 Rb3 Kf6 Rb2 Rg5+ Kh6 Rg4 Kh5 Ke5 Rb3 Kd4 Rxb4+ Kc5 Rxg4 hxg4+ Kxg4 Kxb5 Kg3,black
d4 e6 Nf3 d5 Bf4 Nf6 e3 Bd6 Bg3 O-O Nbd2 c5 c3 Nc6 Bd3 Re8 Ne5 Bxe5 dxe5 Nd7 f4 f5 O-O c4 Bc2 Qb6 Rb1 Qxe3+ Kh1 Qb6 Nf3 h6 Bf2 Qd8 Nd4 Nxd4 cxd4 b5 g4 Nb6 gxf5 exf5 Qh5 Rf8 Rg1 a5 Rxg7+,white
d4 Nf6 Bf4 e6 e3 d5 Nf3 c5 c3 Nc6 Bd3 Bd6 Bg3 O-O O-O b6 Nbd2 Bb7 Ne5 Ne7 f4 Nf5 Bf2 Be7 g4 Nd6 Bh4 Nfe4 Bxe7 Qxe7 Qe2 f6 Nef3 Rae8 a4 g6 a5 c4 Bc2 b5 Nxe4 dxe4 Nd2 e5 fxe5 fxe5 Qg2 exd4 cxd4 Qg5 Qg3 Qe7 Rxf8+ Rxf8 a6 Bd5 b3 c3 Nf1 Rf3 Qe1 Qg5 Qxc3 Qxg4+ Kh1 Rf2,black
d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6 e3 Bf5 Qf3 Bg6 Bxf6 Qxf6 Qxf6 gxf6 Nf3 Nd7 Kd2 Bd6 Bd3 Nb6 Ke2 Kd7 Rab1 Nc4 Nd2 Rag8 Bxg6 hxg6 Nxc4 dxc4 h3 f5 Rbd1 b5 d5 Rd8 dxc6+ Kxc6 a3 a5 Rd2 Be5 Rhd1 Rxd2+ Rxd2 b4 axb4 axb4 Nd5 Kb5 Ne7 Bxb2 Rxb2 c3 Rb1 c2 Rc1 b3 Nd5 Rc8,black
d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6 e3 Bf5 Qf3 Bg6 Bxf6 Qxf6 Qxf6 gxf6 Nf3 Nd7 Kd2 Bd6 Bd3 Nb6 Ke2 Kd7 Rab1 Nc4 Nd2 Rag8 Bxg6 hxg6 Nxc4 dxc4 h3 f5 Rbd1 b5 d5 Rd8 dxc6+ Kxc6 a3 a5 Rd2 Be5 Rhd1 Rxd2+ Rxd2 b4 axb4 axb4 Nd5 Kb5 Ne7 Bxb2 Rxb2 c3 Rb1 c2 Rc1 b3 Nd5 Rc8,black
e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 Bd3 Bg4 O-O Nc6 c3 Qf6 Qb3 Nge7 Bg5 Qe6 Re1 Qd7 Bxe7 Bxe7 Nbd2 O-O-O Qc2 Rhe8 h3 Be6 b4 Bd6 Nb3 Kb8 b5 Ne7 Nc5 Bxc5 dxc5 g6 Qa4 Qc8 Nd4 b6 Re5 h6 Rae1 g5 Nxe6 fxe6 Rxe6 Ng8 Bf5 Rxe6 Bxe6 Qb7 c6 Qa8 Bxg8 Rxg8 Qg4 a6 Qd7 axb5 Re7 Ka7 Qxc7+ Ka6 Qd6 b4 Qxd5 Rd8 Qc4+ b5 Qe6 Rd1+ Kh2 Re1 Qxe1,white
Nf3 Nf6 g3 g6 b3 Bg7 Bb2 O-O Bg2 c5 O-O Nc6 d4 cxd4 Nxd4 Qb6 e3 d6 Nc3 Bg4 Qd2 Rac8 Na4 Qd8 c4 a6 Nxc6 bxc6 c5 d5 Nb6 Rb8 Be5 Rb7 Qd4 Ne8 Bxg7 Nxg7 Qxg4,white
Nf3 c5 g3 Nc6 d4 cxd4 Nxd4 g6 Bg2 Bg7 Nxc6 bxc6 O-O Nf6 Nd2 d5 c4 O-O Nb3 Ba6 cxd5 cxd5 Nc5 Bc8 Be3 Rb8 b3 Nd7 Rc1 Re8 Qxd5 Nxc5 Qxc5,white
e4 c6 Nc3 d5 Nf3 Bg4 h3 Bh5 g4 Bg6 exd5 cxd5 Bb5+ Nc6 d4 e6 Ne5 Rc8 Nxg6 hxg6 Bf4 Bb4 Qd3 Ne7 a3 Bd6 Ne2 Bxf4 Nxf4 Qd6 Qe3 a6 Bd3 Nxd4 Nxg6 Nxg6 Qxd4 e5 Qe3 Nf4 O-O-O O-O h4 Rc6 h5 Rfc8 Rd2 Qc5 Qxc5 Rxc5 Bf5 R8c7 g5 e4 g6 Rb5 Kb1 Re7 Rh4 Ne6 gxf7+ Kxf7 Bg6+ Kf6 Rh3 Nf4 Rg3 Re5 b3 Rc5 Rd1 Nxh5 Bxh5 Rxh5 Rdg1 g5 Kb2 d4 b4 Rf5 Rg4 Rf4 Rxf4+ gxf4 Rg8 e3 Rf8+ Kg5 fxe3 dxe3 Rg8+ Kh4,black
e4 c5 b4 cxb4 a3 bxa3 Nxa3 e6 c3 Nc6 d4 d5 e5 f5 Nf3 Nge7 Nb5 Ng6 Bg5 Qd7 Bd3 a6 O-O h6 Bh4 b6 Nd2 Bb7 Qh5 Qf7 g4 axb5 Rxa8+ Bxa8 Ra1 Bb7 Bxb5 Nxh4 Qxh4 Be7 Qg3 O-O gxf5 Qxf5 Bxc6 Bxc6 Ra7 Rf7 Nf1 Bg5 Ra6 Bf4 Qh4 Bg5 Qg3 Qb1 Kg2 Bb5 Ra8+ Kh7 Ne3 Bxe3 Qxe3 Bf1+ Kg3 Qg6+ Kh4 Rf5,black
e4 e5 Nc3 Nc6 Bc4 Nf6 d3 Bc5 Nf3 O-O O-O d6 Bg5 h6 Bxf6 Qxf6 Nd5 Qd8 c3 Bg4 b4 Bb6 a4,white
e4 e5 Nc3 Nc6 Bc4 Nf6 d3 Bc5 Nf3 O-O O-O d6 Bg5 h6 Bxf6 Qxf6 Nd5 Qd8 c3 Bg4 b4 Bb6 a4,white
d4 e6 g3 d5 Bg2 c6 Nf3 f5 O-O Nf6 b3 Be7 Bb2 O-O Nbd2 Nbd7 c4 Ne4 e3 Qe8 Ne1 Rf6 f3 Nd6 e4 Rh6 e5 Qh5 h3 Qg5 exd6 Bxd6 f4 Qxg3 Rf3 Qh4 Nd3 g5 fxg5 Qxg5 Ne5 Kh8 Nf7+,white
e4 c6 d4 d5 exd5 cxd5 c4 e6 Nf3 Nf6 Nc3 Bb4 cxd5 Nxd5 Bd2 Nc6 Bd3 h6 a3 Be7 O-O O-O Qc1 f5 Nxd5 Qxd5 Qc4 Bf6 Rfd1 Rd8 Bc3 a6 Qxd5 Rxd5 Bc4 Rd8 d5 exd5 Bxd5+ Kf8 Bxf6 gxf6 Rac1 Bd7 b4 Rac8 Nh4 Kg7 Bxc6 bxc6 h3 f4 Rd3 Be8 Nf5+ Kh7 Rd6 Kg6 Ne7+ Kf7 Nxc8 Rxc8 Re1 Rc7 f3 Ra7 Rde6 Bd7 Re7+ Kf8 Rh7,white
e4 e6 d4 d5 Nd2 h6 c3 c5 dxc5 dxe4 Nxe4 Qxd1+ Kxd1 f5 Nd6+ Bxd6 cxd6 Nf6 Bb5+ Bd7 Bxd7+ Nbxd7 Nf3 Ne4 Ke2 Nxd6 Bf4 Ne4 Ne5 Nxe5 Bxe5 O-O f3 Nf6 Rhd1 Rfd8 c4 Rac8 b3 Kf7 Rac1 b6 Rc2 Rxd1 Kxd1 Rd8+ Rd2 Rxd2+ Kxd2 Nd7 Bd6 e5 b4 Ke6 Bc7 e4 fxe4 fxe4 Ke3 Kf5 Kd4 g5 c5 bxc5+ bxc5 e3 c6 e2 Bg3 Nb6 Kd3 e1=Q Bxe1 Ke6 Bf2 Kd6 Bxb6 axb6 Ke4 Kxc6 Kf5 Kb5 Kg6 Ka4 Kxh6 Ka3 Kxg5 Kxa2 h4 b5 h5 b4 h6 b3 h7 b2 h8=Q b1=Q Qa8+ Kb2 Qb7+,white
e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 e5 d3 Nge7 Bc4 h6 Be3 d6 a3 O-O b4 b6 Qb3 Bg4 Nbd2 Qd7 h3 Be6 Bxe6 fxe6 Rfb1 Kh7 bxc5 dxc5 Nc4 Qxd3 Rd1 Qxe4 Nd6 Na5 Qxe6 Qc6 Qxe7 Rxf3 Bxh6 Kxh6 Qh4#,white
d4 Nf6 Nf3 e6 c4 c5 d5 exd5 cxd5 d6 Nc3 Bf5 e4 Bg4 Be2 Nbd7 Nd2 Bxe2 Qxe2 Be7 O-O O-O Nc4 Re8 Bf4 Nb6 Ne3 g6 Bh6 Bf8 Bxf8 Kxf8 Qf3 Kg7 Rfe1 a6 h3 Nbd7 Nc4 Ne5 Nxe5 Rxe5 Qg3 b5 f4 Nh5 Qf3 Re8 Rad1 Qh4 g4 b4 Ne2 Nf6 Nc1 Nxd5 Re2 Nc7 f5 Nb5 Qf4 Nd4 Rf2 gxf5 exf5 Qxh3 f6+ Kg8 Qg5+,white
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 a4 Bb7 c3 O-O d3 Na5 Bc2 c5 Nbd2 Nc6 Nf1 Re8 Ng3 g6 d4 Bf8 h4 Bg7 h5 cxd4 cxd4 Nb4 Bb3 exd4 h6 Bh8 Ng5 d5 e5 Nd7 Qxd4 Nc6 Qxd5 Ndxe5 Rxe5 Nxe5 Qxb7 Re7 Qe4 Nc4 Bxc4 Rxe4 Bxf7+ Kf8 N3xe4 Qd1+ Kh2 Rd8 Be3 Qh5+ Kg1 Rd1+ Rxd1 Qxd1+ Kh2 Be5+ g3 Bd4 Bxd4 Qxd4 Ne6+,white
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Bc5 c3 Nxe4 d4 exd4 cxd4 Bb6 d5 Ne7 Bd3 Nc5 d6 cxd6 Bc2 d5 Nc3 Ne6 Nxd5 Nxd5 Qxd5 O-O Rd1 d6 Qxd6 Qxd6 Rxd6 Rd8 Rxd8+ Bxd8 Be3 Bf6 Be4 Bxb2 Rb1 Bf6 Bxb7 Rb8 Be4 Rxb1+ Bxb1 a5 Bd2 a4 Bc2 Bd7 Kf1 Bb5+ Ke1 g6 g3 Nc5 Bb4 Nd3+ Bxd3 Bxd3 Kd2 Be4 Ke3 Bd5 a3 Bg7 Nd4 f5 Nb5 Kf7 Bc3 Bh6+ Kd4 Bc6 Kc5 Bd7 Kb4 Ke6 Kxa4 Kd5 Ka5 Kc4 a4 Bxb5 axb5 Kxc3 b6 Bg7 b7 Be5 f4 Bb8 Kb5 Kd4 Kc6 Ke4 Kd7 Kf3 Ke6 Kg2 Kf6 Kxh2 Kg7 Kxg3 Kxh7 Kxf4 Kxg6 Ke5,black
d4 Nf6 c4 g6 Nc3 Bg7 Bg5 O-O Bxf6 Bxf6 e4 d6 h3 c5 d5 Qa5 Qc2 a6 Ne2 b5 Nc1 Bxc3+ bxc3 Nd7 a4 bxc4 Bxc4 Ne5 Nb3 Qc7 Be2 f5 f4 Nf7 Bc4 fxe4 Qxe4 Bf5 Qe2 Rab8 g4 Bc8 O-O Nd8 a5 e5 dxe6 Qe7 Rae1 Rf6 f5 h5 g5 Rxf5 Rxf5 gxf5 Qxh5 Bxe6 Qg6+ Kf8 Bxe6 Nxe6 Rxe6 Qf7 Rf6,white
e4 c5 Nf3 Nc6 Bb5 e6 O-O Nge7 Nc3 a6 Bxc6 Nxc6 d4 cxd4 Nxd4 d6 Be3 Be7 f4 O-O Qd3 Qc7 Rf3 b5 Rd1 Bb7 Rh3 g6 Nb3 Rac8 a3 b4 axb4 Nxb4 Qd2 a5 f5 Qc4 Nxa5 Qc7 Bd4 e5 Qh6 Rfd8 Qxh7+,white
e4 c5 b4 cxb4 a3 d5 exd5 Nf6 axb4 Nxd5 Nf3 Nxb4 Ba3 N4c6 Bc4 e6 Bxf8 Kxf8 O-O b6 Nc3 Bb7 Re1 Nd7 Bb5 h5 Ne4 h4 Nd6 Qc7 Nxb7 Qxb7 c3 h3 g3 Nce5 Re3 Ng4 Re1 Nde5 Be2 Rh6 d4 Rd8 Ra2 Rf6 Nh4 Nxf2 Qc1 Qh1#,black
Nf3 Nf6 c4 g6 Nc3 Bg7 g3 d6 Bg2 O-O O-O e5 d3 Nc6 Rb1 Nd7 b4 f5 b5 Ne7 a4 a5 Nd2 Rb8 Nb3 b6 Nd5 Nc5 Nxc5 dxc5 Bg5,white
e4 Nc6 d4 e5 d5 Nce7 f4 Ng6 fxe5 Qh4+ Kd2 Qxe4 Nf3 Bc5 Bd3 Qxe5 Nxe5 Nxe5 c4 d6 Rf1 Nf6 b3 Nfg4 Re1 O-O Rxe5 Nxe5 Bb2 Nxd3 Kxd3 Bf5+ Kd2 Rae8 Qf3 Bg6 Nc3 Be3+ Qxe3 Rxe3 Kxe3 Re8+ Kf3 a6 b4 Bd3 c5 h5 Rd1 Bc2 Rd2,white
d4 c5 d5 Nf6 Nc3 e6 e4 d6 Nf3 exd5 exd5 a6 a4 Be7 Be2 O-O O-O h6 Nd2 Bf5 Nc4 Nbd7 Bf4 Qc7 Qd2 Rfe8 a5 Bf8 Bf3 Ne4 Bxe4 Bxe4 Rfe1 Bg6 Na4 Nf6 f3 Rad8 Nab6 Nd7 c3 Nxb6 axb6 Qd7 Rxe8 Rxe8 Na5 f6 c4 Bf7 b3 g5 Bg3 f5 Re1 Rxe1+ Qxe1 Qd8 Nxb7 Qxb6 Na5 Bg7 Qd2 Bd4+ Bf2 Be5 Be1 Bg6 Qa2 Bd4+ Bf2 Qb4 Kf1 Bxf2 Kxf2 f4 Nc6 Bd3 Qb2 Bxc4 Nxb4,white
e4 c6 d4 g6 Nc3 Bg7 Be3 d5 Qd2 Nf6 exd5 cxd5 Nf3 Nc6 Ne5 O-O Nxc6 bxc6 Be2 Rb8 b3 e6 O-O Nd7 Bh6 Bxh6 Qxh6 Qf6 Qd2 c5 dxc5 Nxc5 Bd3 Nxd3 cxd3 Ba6 Rfd1 Rfc8 d4 Qf5 Rac1 Kg7 Na4 Qd3 Qxd3 Bxd3 Nc5 Bb5 f4 Be8 Kf2 Rc6 Nd3 Rbc8 Rxc6 Rxc6 Rc1 Rxc1 Nxc1 Kf6 g4 Bb5 a4 Ba6 b4 Bc4 Ke3 g5 Nd3 Bxd3 Kxd3 gxf4 Ke2 e5 Kf3 exd4 Kxf4 h6 h4 Ke6 Kf3 Ke5 b5 Kd6 g5 hxg5 h5 f5 h6 g4+ Kf2 d3 h7 d2 Ke2,white
d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 Bg5 Be7 Bxe7 Ngxe7 e3 c4 b3 b5 bxc4 bxc4 Be2 O-O O-O Bf5 Nh4 Be6 g4 f5 gxf5 Nxf5 Nxf5 Bxf5 Bf3 Ne7 Kh1 Rb8 Qe2 Bd3 Qd2 Bxf1,black
c4 e6 g3 d5 Bg2 Nf6 Nf3 Be7 O-O O-O b3 c5 e3 Nc6 Bb2 b6 Nc3 Bb7 Qe2 a6 Rfd1 d4 exd4 cxd4 Ne4 e5 d3 Nxe4 Qxe4 Bd6 a3 Na5 Qe2 Nxb3 Rab1 Re8 Qc2 Nc5 Re1 Bc6 Bc1 Rb8 Bg5 f6 Bc1 Qd7 Nh4 Bxg2 Kxg2 Qc6+ Kg1 Rbd8 Nf5 Bc7 Qe2 Rd7 Bb2 Re6 Rbd1 g6 Qg4 Kh8 Nh4 f5 Nxf5 gxf5 Qxf5 Rf6 Qh5 Rdf7 f4 Rf5 Qh3 Ne6 fxe5 Ng5,black
e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5 O-O d6 d4 exd4 Nxd4 Bd7 Nf5 O-O Bg5 Bxf5 exf5 h6 Bh4 Nd4 Bd3 c6 Ne4 g5 fxg6 fxg6 Nxf6+ Rxf6 Bxg6 Ne6 Qh5 Qf8 Bxf6 Qxf6 c3 Nf4 Qf3 Rf8 Bc2 Qg7 Rae1 Kh8 a4 d5 a5 d4 Re4 Bd6 cxd4 a6 Rfe1 Qf7 Kh1 Bb4 Ra1 Nd5 Qh3 Bd2 Re2 Bg5 Bb3 Nf4 Qf3 Qg7 Re4 Nd5 Qe2 Nf4 Qf3 Nd5 Qg3 Qf6 Rf1 Bd2 Bxd5 cxd5 Rg4 Bf4 Qa3 Qf5 Qe7 Bg5 Qe5+ Kh7 h3 Qd7 Qe2 Rf7 f4 Bd8 b4 Be7 b5 axb5 Qd3+ Qf5 Qxb5 h5 Rg3 Bh4 Re3 Bf6 Qb2 h4 Rff3 Kh6 Qb6 Kg7 Re8 Qd7 Re6 Qd8 Qc5 Rc7 Qb4 Qd7 Rb6 Qf7 Qb2 Qe7 Rf1 Qf7 f5 Qe7 Rb1 Kh6 Qb3 Rc6 Rxb7 Qd8 Qxd5 Qxd5 R7b6 Qxf5 Rxc6 Qxb1+ Kh2 Kg5,black
e4 e5 Nf3 Qf6 Nc3 c6 d4 exd4 e5 Qe6 Qxd4 h6 Be3 b5 O-O-O a5 Kb1 a4 Ne4 Na6 Nd6+ Bxd6 exd6 Nf6 Bd3 c5 Qh4 Nb4 Bxc5 Qxa2+ Kc1 Nxd3+ cxd3 a3 Rhe1+ Kf8 Qb4 Nd5 Qd4 Bb7 Bxa3 Rxa3 bxa3 Qxa3+ Qb2 Qc5+ Kd2 b4 Qe5 Kg8 Ke2 Nc3+ Kf1 Qxe5 Nxe5 Nxd1 Rxd1 b3 Nxd7 Kh7 Nc5 Bd5 Rb1 Rb8 d7 g5 f3 Rd8 Ke2 Be6 Nxe6 fxe6 Rxb3 Rxd7 Rb6 Re7 Ke3 Kg6 Ke4 Kf6 d4 Kg7 g3 h5 f4 gxf4 gxf4 h4 Ke5 h3 Rb3 Rf7 Rxh3,white
d4 Nf6 c4 e6 Nc3 Bb4 Bd2 d5 Nf3 dxc4 Qa4+ Nc6 e3 Bd7 Bxc4 Nxd4 Qd1 Nxf3+ gxf3 Bc6 a3 Bxc3 Bxc3 Qxd1+ Rxd1 Bxf3 Rg1 Bxd1 Kxd1 O-O-O+,black
Nf3 Nf6 g3 c6 Bg2 d6 d4 Bg4 O-O Nbd7 c4 Qc7 Nc3 e5 h3 Bh5 Nh4 Bg6 e4 exd4 Qxd4 Qb6 Qd2 Be7 Rd1 Nc5 Qe2 O-O-O Be3 Qa6 Rab1 Bxe4 Bxe4 Nfxe4 Nxe4 Nxe4 Qg4+ Kb8 Qxe4 Rhe8 Nf5 Bf8 Qf4 g6 Nxd6 g5 Nxe8+,white
e4 e6 d4 d5 Nc3 Bb4 e5 Ne7 Qg4 c5 a3 Qa5 axb4 Qxa1 Qd1 Nbc6 bxc5 Nxd4 Nge2 Ndc6 f4 Bd7 g3 Qa5 Be3 Nf5 Bf2 d4,black
d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d5 e3 O-O Bd3 c5 c3 Nc6 O-O b6 Qa4 Bb7 dxc5 bxc5 Qh4 Qb6 Rab1 Rfd8 b4 cxb4 cxb4 a6 b5 axb5 Bxb5 Qc7 Rfc1 Qd6 a4 Rdc8 Bf4 Qd8 Nb3 Nh5 Nc5 Ra7 Bg5 h6 Bf4 Nxf4 Qxf4 e5 Qg4 Qd6 Nxb7 Qf8 Bxc6 Qa3 Qxc8+ Kh7 Bxd5 Qxa4 Bxf7 e4 Qg8#,white
e4 Nf6 Nc3 e5 Bc4 Nxe4 Nxe4 d5 Bd3 dxe4 Bxe4 f5 Bd3 Nc6 Ne2 a6 a3 Be6 b4 Qg5 c4 Qxg2 Rg1 Qxh2 Nc3 Qxg1+,black
e4 c5 Nc3 e6 g3 d5 d3 Nc6 Bg2 d4 Nce2 Nf6 h3 e5 f4 exf4 Bxf4 Nh5 Bd2 Bd6 Bf4 Nxf4 gxf4 Bxf4 Nxf4 Qh4+ Ke2 Qxf4 Qd2 Qg3 Kf1 O-O Qf2 Qd6 Nf3 Be6 a3 Rae8 Re1 Bd7 h4 Bg4 Bh3 f5 exf5 Rxe1+ Kxe1 Qf4 Bxg4 Qc1+ Ke2 Re8+,black
e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O Nc3 d6 Bg5 h6 Bh4 g5 Nxg5 hxg5 Bxg5 Be6 Kh1 Kg7 f4 Be3 Ne2 Bxc4 dxc4 Rh8 Ng3 Rxh2+ Kxh2 Qh8+ Nh5+ Nxh5 Qg4 Nf6+ Qh4 Nxe4 g3 f6 Qxh8+ Rxh8+ Bh4 exf4 Kg2 Nd2 Rh1 f3+ Kh3 Ne5,black
d4 g6 e4 Bg7 Nf3 d6 c3 Nf6 Bd3 Nc6 O-O e5 d5 Ne7 c4 O-O Be3 Nh5 c5 f5 exf5 gxf5 Ng5 Nf4 Bxf4 exf4 Nc3 Nxd5 Nxd5 Qxg5 Nxc7 Rb8 cxd6 Kh8 Bb5 Bxb2 Rb1 Rg8 Qf3 Be5 d7 Bxd7 Bxd7 Bxc7 Rb5 Qg4 Qc3+ Rg7 g3 fxg3 hxg3 Bb6 Kg2 Bd4 Qc7 Qe4+ Kh2 Rbg8 Bxf5 Qe2 Qc1 Bxf2,black
d4 Nf6 c4 e6 Nf3 c5 d5 exd5 cxd5 d6 Nc3 g6 e4 Bg7 Bb5+ Nbd7 a4 a6 Be2 O-O Nd2 Ne5 O-O Re8 h3 c4 Nxc4 Nxc4 Bxc4 Nxe4 Bd2 Nxc3 Bxc3 Qg5 Bxg7 Bxh3 Qf3 Kxg7 Qxh3 Re4 b3 Rh4 Qc3+ Kg8 g3 f5 Kg2 f4 Rh1 Rg4 Rxh7 f3+ Kxf3 Rf8+ Kg2 Rf6 Rah1 Kf8 Rxb7,white
b3 Nf6 Bb2 g6 e4 d6 d3 c5 Nd2 b5 d4 Qa5 dxc5 dxc5 a4 b4 Ngf3 Bg7 Bd3 O-O Rb1 Nc6 O-O Bg4 h3 Bxf3 Qxf3 Nd4 Bxd4 cxd4 Nc4 Qg5 Rbe1 e5 Qg3 Qxg3 fxg3 Nd7 Nd6 Rad8 Bc4 Nf6 Nxf7 Rxf7 g4 h6 h4 Rd7 g5 hxg5 hxg5 Nh7 Rxf7 Rxf7 Rf1 Nxg5 g4 Kf8 Bxf7 Nxf7 Kg2 Bh6 a5 a6 Rf6 Be3 Rxa6 Ng5 Rc6 Nxe4 a6 d3 cxd3 Nc3 a7 Bxa7 Rc8+ Ke7 Rc7+ Kd6 Rxa7 Ne2 Ra6+ Kd5 Kf2 Nc1 Rxg6 Nxd3+ Ke3 Nc5 Rb6 Nxb3 Rxb4 Nd4 Rb8 Nc2+ Kf2 e4 g5 e3+ Ke2 Ke5 Rf8 Ke4 Re8+ Kf5 Rc8 Nd4+ Kxe3 Ne6 Ra8 Kxg5 Ke4 Nc5+ Kd5 Nd3 Re8 Nf4+ Ke4 Ng6 Ra8 Ne7 Rf8 Ng6 Rf1 Ne7 Ke5 Nc6+ Ke4 Ne7 Rg1+ Kf6 Ra1 Ke6 Ra6+ Kd7 Rh6 Nc6 Kd5 Nb4+ Kc5 Nd3+ Kb6 Ne5 Rf6 Nc4+ Kc5 Ne3 Ra6 Nc2 Ra4 Ke6 Re4+ Kf5 Re2 Na3 Kb4 Nb1 Kb3 Kf4 Rb2,white
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c3 O-O Be2 Bg5 O-O f5 f3 Ne7 c4 Be6 Nxe7+ Bxe7 cxb5 axb5 Bxb5 Qb6+ Kh1 Rxa3 bxa3 Qxb5 Rb1 Qa6 exf5 Bxa2 Rb4 d5 Re1 Bxb4 axb4 Qc4 Rxe5 Qxb4 h3 Bc4 Qd4 Rxf5 Re8+ Rf8 Re6 Qb7 Qe5 Qb8 Qg5 Re8,black
